Unnamed: 0,Brand,Model,Year,VIN,Private Key,Public Key,Encrypted VIN,Hashed VIN,Proof
326,infiniti,mpv,2019,jn8az2ne0k9233910,1abf84156da4c30413f2da4f75ede3e5a12fbf997c2733d83f65fc3c74fa7b5c,9b7d4ffe396d1c9ec209e084e40e41a20f908a85a27647cf92aa35b9aeacfa3f5cec6803f5d8136653d814067e29680d1be4b9377082fe9ca3754943215be51f,655nRM2/Y2VbvsC7Uzj48zNmml8NRWH8w4dyzUoVHv8=,eb9e6744cdbf63655bbec0bb5338f8f333669a5f0d4561fcc38772cd4a151eff,15b95494212a464ed3947a6e3dbbd2668450e9d235d456383f45f915fb7c9926515eaf18e73aad0ad92b48365c2a4bd0b697dd143ed8ace652f6413380d91ac9
327,chevrolet,door,2011,1gccsbf97b8118236,e3253978ee2e82bd78956acb6e3ff7d1e9dc26ac45827cdf2202b85d0040fcd4,ba084175c3dd7ad9b962a21921c2f56317df353fa5e806f6a916b958946470a6e740cdfb7c2fc98a69990d2d8660ef809172984f76d2c2375e3237830dc51e28,EmGwaJQ3sR+krEHJena6xwh+OqP3PpeTY0PDpwhCBFw=,1261b0689437b11fa4ac41c97a76bac7087e3aa3f73e97936343c3a70842045c,15528de969f52ea5c2641f92a36edbb8e96a7ce2aa7b9371ed910d4d2a64ba423428da84de66a410f889bd96222e1447d3dc3b2992b6da416ee15798dfb05bd7
328,chrysler,van,2008,2a8hr54px8r787529,62281fe20f1553b920b67912374a7e3e0b03514ecdb0a812e4c4e627c91b266b,12336791b314b78f62ee784faa25ee5626f62b7779e9d50f16540780f780a19dda5003334dca45d9374b778f21d53ab302d83e8e10bd0bee927058fb507de527,FwFqSbnz7kmWgRSBqB29CYhHPFcadqCf5E+6HhrINAc=,17016a49b9f3ee4996811481a81dbd0988473c571a76a09fe44fba1e1ac83407,fec5962dde9cfd52ce7d5e700ed839eca76a6bf931ad22de61da6d557f66d57569a6e14463ccbe1ad8196e6b778f9515edef4cc009cfea91eaa00a40bc882c20
329,ford,door,2017,1ftew1ef3hfc22483,850c82488a9fb573fc6a9c901d435253ca44c7035ea620878ea10b04c5938ab6,bd3b221265cdff4ba242a51492ed1874eef31ace239c9269398ee6175a160d5dae249f99d8526d1b0a1f69a6c509b4ec4ca619912fe9b0fd6a22118911ed50ff,B6lwHpYgbxfq1yQRnm0DCuGG/udqDLLO+mzLprxrlhM=,07a9701e96206f17ead724119e6d030ae186fee76a0cb2cefa6ccba6bc6b9613,0eba4e5058ec571e2b810c2380a39cb615810dcb403e0386cf56af78a44fcfce8b64951a3cb0f0ea58a8a1925aed827270020c53bcf2849c92c1bfd0723bfa6a
330,ford,door,1996,1falp62w5th144314,526ef2fa710622573c693808a6c18d0006733354425d47d371d09cd9ee3027ab,ad0cb29f4ab62cd2f655fe42d8b7aeac44cc858aed82d0bee5aa50c6057718b9c18a06c9c559978fd7e6483c9b3d44a290ad28075156a8af415148971f953241,rg+kovBO0zpthfB9ixJydDd6Lb9WtwPiC32fL1KHMR4=,ae0fa4a2f04ed33a6d85f07d8b127274377a2dbf56b703e20b7d9f2f5287311e,c88a27faf3f6a6bd6eae80b49afbf55e79fc84a91811b541937350dd1ebf52c941cc5d98167f51010691768bfce25bd1c697fc3deb595b910e96b42abd6b227b
331,ford,door,2006,1fmzk04136ga07119,797eaa5670818661ba0aff2166158887d78b8b7291ed838e6511099134de2eed,5b137071decf0a7b98ce109b03edcc39cf002c5638fbeaed7a86927272608efce70c3e302ec9b86b4e7e2014b2839745fd9509a2ed9642967a72f05caf6bd071,Oxc5OA2pRSsENFJxPigq+z3Scrv+VxmVM5o1uNFqrCI=,3b1739380da9452b043452713e282afb3dd272bbfe571995339a35b8d16aac22,5b5b43149ff0e598a4aa6dfd9baad89d3eb05958343446a1faf2bdaef67ad0bd8b90439463bbd59f8c6c16082e362966da468b6507d0fb7de3996ff0a7ca09d7
332,gmc,mpv,2017,2gkfluek3h6232330,9331fe4d4ed6b1ff45038a7c573e10a70340197e3ffa3874fd54133b6de65429,d47c07a6c9c9adeb54bb8c6a11a939a41261c19e4ffc98924acc270848158083ff5388004f0593333c53d5e650b52c29d644e2c0453a90dd11b95bebc061e37f,LJcOaM9NFI7Bz2cf5eRI/muqVXwu+0qooQwL6aMKjXQ=,2c970e68cf4d148ec1cf671fe5e448fe6baa557c2efb4aa8a10c0be9a30a8d74,30e3d89480dab4353fdd41f6d31bba9e27cb48860db0c68aa3741ebf0d1af386121e5d9715e415a83cfcca547df2087ba220cd3f16ac5bfe15a1415abd8db20b
333,heartland,trail,2012,5sfnb2425ce237109,16ad115be3029ead0ea8761a833ca4a9eeaa47d7c43cf224ffcb61d97bb5a783,234caca5a57f6d89a7bdb46bf3096d1dec3d030b9b5d7f39dc5379f3558faa8a926adbc5293ee474730e2fe319cafc68b950813097ceaba13193bfebf75ebd9d,tYC0TZLcP+V3nu7NuqBilH2H+LtNWP753wgP9aiyDHQ=,b580b44d92dc3fe5779eeecdbaa062947d87f8bb4d58fef9df080ff5a8b20c74,eb3c17ab2a0e3792457439d69f1984d981379e9e9406d5add062b4dadaba83ccd45d512271c7a01a3b297a3d7f6f437a61bf41c791eea26ed3125e4399a905bd
334,infiniti,mpv,2019,5n1dl0mm3kc557634,3770a42a1e92b2aa478c52ed74eccf8b05fa5c38a059f4a35002e9fd34e2c156,1a7311d558f70d6613cb5f26b7a6681613a5ab978d6dde4f0b3554125de974d61bfcccf2601367573f597115883b857199b8e3dd668f9b94e14a19bcff2dccb8,b26kk/Gs19oEGXVzLtDPh0FwESGa131kD67GTyEte9Q=,6f6ea493f1acd7da041975732ed0cf87417011219ad77d640faec64f212d7bd4,8ac3ad7a805247e820ebdead18bdb8ec5786c7736a49b39cac6ab34c71fa45d83f41998e6627a2502d953eec6b13d21f31e921b806445080d87b874df7364a8b
335,chevrolet,door,2014,3gcukrec2eg226031,47c491e1189a8bdd37e63495ca9559ed4306288aa50089149e97c9c7d81587d3,8b4fc6d696cbf8a95ba4b450b56f86b6db956fe911f8ab13d458fe2951632e0f64b2d0233684d033585e48b61b8bf5e7177e6006b5c66333e9d1fed08ee8f3e8,QGFtXlEGSXPOSn2sZ/LjrNUdlQNP8XDrboZJh4HnQmE=,40616d5e51064973ce4a7dac67f2e3acd51d95034ff170eb6e86498781e74261,73e2263156b8f969374718e2dfffe00a98b12a74d275262460892cef7f90d6c06df569c0a5b47a3175807f7c10cbad259962bc3090035d92239ae38ba7e56e60
336,chevrolet,traverse,2018,1gnevhkw8jj148388,c03328a37139f2663469c81aa0013d41cd380bcba002564b773cc9596867da6d,a00456a82f2962638704bbb44007e1bc58808d50ef2a9bc6e9ac32da1e7f77dbde1807526775a59cc7906b6fe8d21b496b57c77aef94c4c175f2e8eda7fffae6,aXjpY7+1rkooGKaLclgMg6dOTv2dMifeKH+t+fcP4zo=,6978e963bfb5ae4a2818a68b72580c83a74e4efd9d3227de287fadf9f70fe33a,4dc58e39065e1bc96fed684f2e42fc12c2077691537b611e5700d637d7f65235cc7e062ae13756cf21b4903e0050b469d0700f90cc3c165d2d2e6116519e20fa
337,chrysler,door,2007,1c3lc66m77n591138,3b0cb9296a67dfa79a4045189730046d6a81281c7a84e4c7ae67273543ba25e5,0cd91a89aedaff31a9da496a955ae3e0b2b30a6cfe2e00c5f5d1e79de0903aaf4b0df51021dcbce211dd8a1a581437c625683c5b5a7631c83c75a37cce60f0c7,T23011Me8FtUHQwEzm/vo5gT2Bks/WXZftxrHMBVt7s=,4f6df4d7531ef05b541d0c04ce6fefa39813d8192cfd65d97edc6b1cc055b7bb,9ce89eb92c24f2a7a087b4e74e1d072f403ebdd16c5216fa2d777d7dc1aa5de4bfc415a7de3f616cac0eefb6876b23faaf58484e539f026d23bb8615daf86e04
338,ford,door,2017,1ftew1ef4hfa16802,f839c66813f8b9fb2134186b03fd5509b5045a77fe0b9cd6bbac6d8f6127866d,44e43433556c5bea48c955f157fd6ef036af223317a2f73f46a4e15f229045eaef5f395459149415c040b0c7442e1a2f8efd27488f800721450527167d7c7106,flf7WDTkuLlCq8KAxwyQWnbCS2OvUad0ZvWGTCFQIQo=,7e57fb5834e4b8b942abc280c70c905a76c24b63af51a77466f5864c2150210a,cdd899882bb0a221ad4e4dfeff28bd726de18eca7793bda395b3c8c025a6dcccdbfea3fc5248d822044a72063f637ee9ceb9850586a8da6f710e71f6ffebc4b2
339,ford,door,2002,3fafp37372r151014,cd0d8062700e0d3cb8e62acda93ff183c5630d0444bf2d6480a7720cfca32cc8,9efaae76bc0da6fce5d008cf0d8cd27cf4df2c4ed8fede1aee4ac6b2c32c793780e98121f248324415dcbbc2a8a646d63bd05c5b74343e78475201f856b2c1a5,1dPFoH4zu9c5OO9776Ek/vABTuqVmSDYnaS3YAJEBtc=,d5d3c5a07e33bbd73938ef7befa124fef0014eea959920d89da4b760024406d7,769322bc6d16ba8da1d2c6809546211efe1c1429702b2e2dbd1f087deb8258a4b5ac7ea5a7ab72b3dfe8d08d12c3be13d6c2b3ba54d1dc347d53528d9ab33c8a
340,ford,door,2004,1fmfu16lx4la45470,7e052f15b2e3ef403dfb532e3a1ac18904e14f8fb7944467bb41776ac8d1d848,394f4e035e1d59aa8e82ab4abf18467bbf3046c75428927d1d46b87263d656a76cf4e052cf3e12019d3b83045051298fa94f7855f956c6bad9c5824f4f670b9d,tkRlYjjqNH8KD3l0jY1ROYwlWmyBxczYR3uGvt448Vk=,b644656238ea347f0a0f79748d8d51398c255a6c81c5ccd8477b86bede38f159,5eb0c6e74517f5106b2dd63a0da4c955548f99f3e788f468d905c4dfa5b3a0d47988b9b32b46702fc0b5e918d26dc5e4bc8259c44904201912b97615767d53e1
341,gmc,mpv,2017,2gkfltek3h6256220,49cc5ea0faa12f3f38e796ec6dfa28770ccbca2a83e1fa22aa299d2bfb0f621a,8427f99662c69944ced34a6da1295899c4ddc0075be8d90e5a394cc5c80970b555d6e13bb7706b158aa164c90972dd53ae5414e520ef11fbd10ad2cf7b97a56d,k7RpSrJI7UAiBhXDcw8Bf4pfj55NzMbfT81u4QEx5Dc=,93b4694ab248ed40220615c3730f017f8a5f8f9e4dccc6df4fcd6ee10131e437,5b2fc97228ff345896977f7ccd3cf94be27853fce150b9014a2bfe726c289cfadf4f089225df887a63f700e2ac8a58f58ec0ce57adecc9d2acc89e99acb020f4
342,heartland,country,2011,5sfbg3524be216811,1405c29082888523844b2bd05e3c91f3f051755e9dd2d499ec7b68123bc1d698,7868ef9630559a91ba758bd6ebba431399c397a0aa125616d798fc4d46e70d2c765990b9670d9ecae8178e0272288d40bd3c7a54e1098d01e0147572790933ca,UMF7nr2URC0fL60KQuXB/792sRPvdCheeg/ZOxbhoas=,50c17b9ebd94442d1f2fad0a42e5c1ffbf76b113ef74285e7a0fd93b16e1a1ab,d1468a72e986663b0dce5aa34f5144d4bc10eddc857341821651c3fb2a5b38527c377fe65f780f2c4b4d8eae37cf250a9d442b35d84e847596e66dba78a8b5e5
343,infiniti,mpv,2019,5n1dl0mm2kc556913,8304320158e4847410d18d05a123c7e32f552b315824f996f7a9909313decb3b,8d5544c27db15e61be7bdb77169b1ae29af03ce2ed7e0cbb131cd16e75b4200229c550572edfa0f2d0d149ec8e3509256d863ac8e612c6a14f66f9791df866ea,M2PjHJTbfzZ/DyvzUakYvRmpGKcvUjtSS7Vbl5HKwp4=,3363e31c94db7f367f0f2bf351a918bd19a918a72f523b524bb55b9791cac29e,8c775d1fe5e0a3614aefbbff504fcebc4875c4e03b604444d82349d6d46e738b29befbba99d723e1626169340529944ab27bc62946d3913d36fce55427c238fe
344,chevrolet,door,2010,2cnflnew5a6355858,5f7040bf4708df71e0d452a2777334482d0ceb6bca8e7d0c3464b8eb7ca4970a,6fbf3271edc3b0e1215537f11ddeb07d3cfb82cb922379546e2c9f21cd2358e848e26c530344bd57e3ba2098a1a3fe0675afea2c5c206405580d192479c75ced,SvuOtWW+RW/plImgBnp2mtdnZKarzZi4Od6UcVgw2YE=,4afb8eb565be456fe99489a0067a769ad76764a6abcd98b839de94715830d981,b55838c13614c813c5bd48d4232035f63402156fef55a359483b22fa54cc02cb0deb7cabb2c0a01f4563caf311b71843fcfc0dcc8ee37277bbfddecb2c2c7a78
345,ford,door,2015,1ftmf1c85fkd31564,f6aa3a00c36312ceceef2c783c8dec444f8c34310c63e68bad6b2adc7fdd26e5,f831d8a3342d361b3eb0de13645f037e6ac745c42477ba99f8a01d3189fb16a50ff81cb5d97af1b69a2e3c0fb148be14a5829763298fcdef1d4b7b7e6fa7cb73,7IJmvx5bUDSnG5JSbDUtKgmpvb68haF3yG13yKA3C5U=,ec8266bf1e5b5034a71b92526c352d2a09a9bdbebc85a177c86d77c8a0370b95,868931d9e8b3875b11109c9d8e17199546e9f7d8b0d6d1dedc33e1a9a99f35357374dd01ef6bdddbdc4a953770b337112703683e8926c3918975408aef4ee706
346,ford,door,2017,1ftew1epxhfb71427,c3b20ccb488c6816a7052fcc6eafa0affab7af09cf94aeec8cf8cc9277176717,567ddb0a52cef4f82c2865c7f2c78d00f8be40c2e28fb456509a5bdd37e0d930375717ec5f71760da3bcc0b30bff71a02f925473c39ec6f2061d82cf1f8e59b7,kEUBTSE3NdUMFKrtQuVCoWuth3z00v8hZ7VxOY5rtVQ=,9045014d213735d50c14aaed42e542a16bad877cf4d2ff2167b571398e6bb554,c022ebdfc195b9000d1cf66d4b828dae223b22d7aec1b2fbfdc1e53341435ec8b4bbb072fe56f7d1ee882f65f128e3da4fd333a4e53bc8664e8f8910bcd64ef8
347,gmc,door,2004,1gket16s646227597,a23713822d9458b81b0acddc027e24f0d868a7534499f8bcb4e24613e7dd7901,3f612c057e00f7f176091e7407fb65ebd9bf7af50ea3dd64e97b9dd5ab3b1bdb461cedb28ce4051b67f29a175bd4ed1427aab27290939af3712b56bc2e4f4810,2/X87xF3ARQyHNEiaTQnwzJUFlo5eMvB2VyBeddils4=,dbf5fcef11770114321cd122693427c33254165a3978cbc1d95c8179d76296ce,7c068b6cf1e63e950cdc00e222658426873dba753bf05dbde9b299fa94e5bfc68551caf1691c18e2b9329cf4da3e26c1c9f94a696da14d62befd93565f5f63af
348,gmc,mpv,2017,2gkfltek2h6218025,ca66f15801fc9808a9ef1ee44aa4ac32054f0edf41d78b9728d3622f8352017d,70caa4c59f43713866c1dee0c5152d7a7f6fa39840aca30377244edda09e99e3d38090ca199dcaf8044b9db1e38ed9fd09f093ad25baeac11d86054c9fb08fac,00I1C7I+LYs1yBIrJlM4ynYFIcm88MWC+mWaCsgA8ic=,d342350bb23e2d8b35c8122b265338ca760521c9bcf0c582fa659a0ac800f227,7f02c6451515397742175ab991a7d1ec951e17f684600250d876b9fe51fd33fc5bfd04fb914a99efaf2abc9e4b764e272f98b5b809fd5e7689de60acfdb8a4cd
349,heartland,sundance,2009,5sfgf29269e031344,e91bb420889d09b3dfb71989bdfd4c62906f5d51ffcc86791b718719afb352ba,5808addf2a9db144a9fa4461f254627284a4a05d7dd7554195bebd078fb861af7dd6955519cf1abb0dad4a32f1b195e5e8db549eecdb027b2a673a0c3b53b546,zuO0LPFnPK+IiF6RtlDrsube4L/DXnYNSsehCSrdyQE=,cee3b42cf1673caf88885e91b650ebb2e6dee0bfc35e760d4ac7a1092addc901,c14ef18b58a49971713a0c9bfd853d11ebb54fbc2b52e70cb512d8d723f6e72a8f207d6a026e8357f9e7cd3137240050700fab942f7c935b33cfa74fccc9eb8a
350,jaguar,doors,2019,sajbd4fx6kcy78964,dbf51546404ad2335a157245fe0ddc326ce8a5684bceba7734e955f87701e183,eb67f830f5e07ce4a3d7d76a1c03731852fb6384277312e383df0be460b40139f962f31e133321c5a11f3f4089f5935f1f1a7d1df0ab2c3d665bb91d9086dede,zED1Mi73wW8Ffky+otiZ/XfvCd+1k0IO0oPrj5ws0T8=,cc40f5322ef7c16f057e4cbea2d899fd77ef09dfb593420ed283eb8f9c2cd13f,2a854f31eb168967fcb75e13b4728fb4c1a29c11501ae76fe8fdd8ef98f2c4259d50ab3f52552cfd7709bef4e6292dba9dacd0a94eb3732006f2641f10ef8108
351,chevrolet,door,2008,2g1wb58kx81220813,90475784db47add4d122164cf97930d2dc20360ebd8642ede1d09501833afc71,d0dd821b804529dfa3ffb302a0ec77163ab5421a082330ac1587d93518d9957d02627f508bf20c1df5da6ad2acd795eb5e93cdf6c8be352068eea75bcd757863,l6LvKQvvwPdswZML7j4ecTLACIFjvHANZkdZv7Fzn/Q=,97a2ef290befc0f76cc1930bee3e1e7132c0088163bc700d664759bfb1739ff4,61711da014235857568cc4e425d632c1804f23bbf642256ddce34cfb7f20db4f9f237232d4db0d681c184ee994c8ccddade4f87b75992cc80c1b7e05bb8724c8
352,ford,door,2015,1ftew1cf6ffc68843,fe3321d1d02f24eabf2aea930d7cf8bb061cc93b7c1b085c0ea90b1149eb23c6,5880615fff001efd0495804c23bdce314279d43759a50f46c68cd6bc01d325908e1658c9762d0d8a7a8337b5fb7bbc1ed1314d52b85a31a88f97b42d952c1daf,8LeUausIjizBZLz7cHZrtinuoZOe+8DY/q16PV0a24M=,f0b7946aeb088e2cc164bcfb70766bb629eea1939efbc0d8fead7a3d5d1adb83,b73c3423f133c78b78075b46ef6b2c8b2d691f7e137a3c4e249bf426be0af8f1666ae0e6842c7177aa05a86221d5ab75f76cbcd2d7b86662b10bf8f90a224939
353,ford,f-150,2017,1ftex1e83hfb13813,11a84a684a57918eb6a02ebd22bb688f80002e9ed69e88faadddbb062d50c8b9,66695f19ff7f45b29e4a3636c1e1c468995ba1bcf3e2a0e4363701ffa40a62c6e2db8930f7bb25eb062e10ce1a6c1f6cc2fe5b87811736935883b7cef41ce4a4,YfPBMDLCAtj9q3vJmnjReZXIMo3Ha+NTxoqWehwUmAk=,61f3c13032c202d8fdab7bc99a78d17995c8328dc76be353c68a967a1c149809,f822d6948be3975a4a2ccaf1a52924bcc4789c331ea363d6f871d250f25e17e735354aa26df9de270eda9c10cd858c18c8361be6aacd332ec4068bbc45eb5850
354,ford,pickup,2009,1ftyr10d19pa60391,0c72e1abf15b224d66c0f5929a931cad07569094eb51fc271313ed713956bf62,100e9dbe001b3d167001209f99472557721df6a60c9ce86e5f27abce6b0e1f087306a37c9a715837ae75c26e2bbcbfe14f6e22d5201ae57b3240977ee5366d0f,7pvKPClNoVIoHWVNTK1PK42/I4jwjqrZbhHLEc9DVD0=,ee9bca3c294da152281d654d4cad4f2b8dbf2388f08eaad96e11cb11cf43543d,3ebca480ee4b8190b7eca99d6a45beef17a60e9a50896b1203ad706650c1e759ecf8199e51291aba3f21de996075562e1e9e39e7b96ee7300a45550a40c51a9c
355,ford,door,2009,1fahp35n09w109143,e21ef8307899791037b2e04dbec824a735f1a04a6773c70778ae6c666e171155,260bb995544a567fb2c89e80c6edf55c18102c1b77492df4ed043203291480f6b0b2773910fd28dba39e4770b290b231997e679f67b626a5c46f2b5c55815cd2,O+OiJpT+nlLHvpVQss1D9oJz15ZGpSTJE2usoX4Ofl0=,3be3a22694fe9e52c7be9550b2cd43f68273d79646a524c9136baca17e0e7e5d,59dd5a0eae4838cb5e5b3a56b2c0a37fc4f355d526aa2a7d104850c2e163f47a33011a341fa39a97ef77fa46468fa30bcd445b8345ca597ea014019f2675fa8d
356,gmc,mpv,2017,2gkfluek6h6317310,03398cd116ddb3355be82596498a52939fdc9b985708160c4bec04fdaf294741,dc70d4487e97463bf8c9c979354f4d99233b90b16eff0b8df31eb5561538aaa8cedfd2ef988baf55190e0a500b165fdb52f141e6b6882d843eaa08160413cadc,P/uDvF2r8kxGJXoGP+epW1ZkPcB9jiWxEYxw0naGj5Q=,3ffb83bc5dabf24c46257a063fe7a95b56643dc07d8e25b1118c70d276868f94,f3c8a7b03bd1b84d120f8c15927201d414e9646320398b6bd985dde4b36b6a2ca4937daba57ff6382e56e24d281f9406ad1827159f8f1d853dd751387f38ef59
357,heartland,country,2010,5sfbg3823ae204868,1c3d10a76b1460470b02d5fb2db26875ccb77f7551de939470892a5d24124d67,ace7237f6e60275339f2968a17cefb0e2fdc6355a2ece17d4ae1b36ebb405efe49b0682607e4e6dc5533eb0cba1f304a399c570dfc6c2b727a1491914d8886d8,IwkVUskjx3zTMwZJoX8GMSsShtpYzWqihE3OEjLJTSg=,23091552c923c77cd3330649a17f06312b1286da58cd6aa2844dce1232c94d28,064f39f3f049368732ed4a69ca6020a7172feb7842ef9e75924fceec92b63a2cbccd64aa99b35e334b2639b41078eb550855f27b2383eebadd146297a73b7642
358,jeep,mpv,2019,1c4pjmdx4kd197521,147580739130841578631b52dc3d6056bd053882c9ae4a8e2750ce657a76ab64,2463348990bd6ce178ee8fc468803b6ae6205f4b60f52923b14c79a3b102ac584f110d2bb5513fd1821020d4fdeedc3656ead672756410e72083f22afe9ad704,m6nHUGMyrPdA3rTjbv3d/W3EL7yeyMbbkRQPiOUv0ic=,9ba9c7506332acf740deb4e36efdddfd6dc42fbc9ec8c6db91140f88e52fd227,7b3431a774cd4bbec5a468a2e8222b0bad5c5fa149a23d9f110334aeee0cc46cc5a8d8cbca9830317adeca4bc709184e650320f42f6eeebb8996aa248df277d6
359,chevrolet,door,2008,1gnfc13j88r167278,6a6a7fad4bd4d94194f0ae050649d5062297fc26cb477906b619623f5b71b097,84bfe03f2009da715b4e9d1f1dffcd8a2f92c25c6361859b3ea8b634f7b40f409a0dc2073c0dd51c210bbc528f5caa1b7b277ed05cd4347eb47c7c8620ac7652,ctK3rr5xs7D1QPnOzPKTSoAx2bjOujtcBp7sIyWG/0M=,72d2b7aebe71b3b0f540f9ceccf2934a8031d9b8ceba3b5c069eec232586ff43,d613e2376bd9dfeef22d656315aa1cde48db7e1d962408b5e9c80d4192eaca5373c7f05f2784351b561b67b39c4463414b059025082c33999e870d3d8f351eb6
360,ford,door,2015,1fadp5au3fl108248,01d805ab3c09167376639aa8660029ffa21402cc2cb20d2f04bb374c7ba8b69e,4c2a970009ac12a6de41ffa6d8e9f6958616bb7165315054c0249595bad5e28c0d014b285244fc2f475a35e8b101fa3036c78d683bf2b22ff33e43560842ccd7,kRpuo0WUoSv1CxZjObXIBQxK49jjUJcn4DAGypsTLt8=,911a6ea34594a12bf50b166339b5c8050c4ae3d8e3509727e03006ca9b132edf,9b3821e16982bdbc40b478ebf1800c4c0516247f82c1218b5cb19c313b9f3eb0a14329e03e335703856c9caffdc21793db0ba58929b5bd594c511cf182833e85
361,ford,door,2017,1ft7w2bt3hef41039,0fea333de2ca02e0dade3e278618caa26b00e169a2524da5247b7a39fc92852a,4595ddb2cb274ae83a0c4f3bd51e3c7c13247b8ac2e21f140a46abe0b3e8e49852f9956eb582b6dd6952e789eaf12da6a8d10c0c2cffa6d4ae02fa664f1b4717,/wm6a3g55tMOdSGJQc43hgAWg/op37NL2dZgF5/4/M8=,ff09ba6b7839e6d30e75218941ce3786001683fa29dfb34bd9d660179ff8fccf,ec6c4a6c17a4259f33a7482f00d36f5a766698ac916edc6b6208c2bc28a519303ae1a7db49f948c11244c19b769619a3107c2b1f46c65ff67c77de9c0ff849b3
362,ford,pickup,1994,1ftdf15y2rnb12612,1e594c9090fc47519aa006eca7e2c2f308e8e7e10c8a2698735f8ead3a3180eb,66909a7c3619e9f70b3ca43b482727a585161717edfc070b3241d4b94fa3d33427d616e829431f6a67005dbd8a4feeeac0e338681c824b583394eb483662f272,MJ2ODVEtgsdOLVXVryDvR5ctLMz21ZEUFlQxbs3Qmno=,309d8e0d512d82c74e2d55d5af20ef47972d2cccf6d591141654316ecdd09a7a,4d4e275459b8ae63582e1f31d21ac4f04daaef77fd38b4511b410047b7b907fd2209a9e52a097621c6bb7f607e31d6aa196eeba486391a8dec271d5e723b4373
363,ford,pk,2001,1ftrx17w41nb80705,aacc30179c5bdd7e7aba2f81b71569faaad04805645460d57d6a1e0ce42790e3,9073dc16b631ce949940639db9621b4008873f9468e081ca8c339bc71a5687dcc7e1016ce12b0fe7d0b041573178aa7b09e576a5f675215da9ae5c53ec18629e,DxNlOEX+ZnZv8lswrvu+waV5T9cvjVbb5EShB8XMV/g=,0f13653845fe66766ff25b30aefbbec1a5794fd72f8d56dbe444a107c5cc57f8,4329b33b347003a75eea88a438d3d302e8a76f0e43d3d8e07d97e3d349d2f6165551039e5d75355b91d37bb23d63f7f34a2ef7820334e6b6ad10d8d846f4f19e
364,gmc,mpv,2017,1gkknxls2hz262405,e15d9b44feda6395a483a5e7d4f253e7536f0ddbbcbe0e9959d29a10f8d4f0eb,7b1c2b574d12c501e3925aa0618e09b00cb198474dfa90080b690916c1f3455eb674dc6e619f1a39fff55b9e14a201ce242117e0762cde8cbc5842f9ffdc1919,YK587puMFJ8qnCZvSSB/aWImFCC+tg2JMHYQTmEIrj0=,60ae7cee9b8c149f2a9c266f49207f6962261420beb60d893076104e6108ae3d,e4e3158cd6ed5fb71cd9e28fa89f7ae9af80c0857b9879dfce4d96dd259b4becd46e616f8269d6059d8000cd5b270712a077e006b05539afc02d3737e0e9bc68
365,jeep,mpv,2019,1c4hjxeg2kw600727,b8122f9f54248b2bc845ae2bfc23bb121af401ba8ff5afb38405d1e342b06a16,7c9b3b55fd532b25d4a1f1319d07b014296adb3c7cb68e688ba138491065bbf42e8a1e3db67a6aefd90869f286d497f39483dba0fad05c109aab61f49a4661e4,T+Kl4STunS5OM/HN6Ai8mnBzwPoGLvJIQGVSRXIPhk4=,4fe2a5e124ee9d2e4e33f1cde808bc9a7073c0fa062ef24840655245720f864e,d2b2bba7da4cf78ad81024cb0820f8ac592e64d8b69f93a93e1d59020fc1a32015752438cb4455c5d5f57cb9bccd5ab5b3c54165cd5b11e3dc6b88b72d936199
366,hyundai,mpv,2019,km8j33a49ku860727,baff70287e733d5d79028c705b073bc6d42a39db85ae887d0d73e8e80eb73aa3,c5b481773d06614b689705fdd277c5f249a8f4b8b85840e46d08bd04bf28f877d127363bb6802690047577458be17384b27445328458f3f75898d88b4e8f822e,mEU8jlJVRV/8lQ9wOPYcWuHAEA6mSHqQ+gNBcUd+KP4=,98453c8e5255455ffc950f7038f61c5ae1c0100ea6487a90fa034171477e28fe,e836782485cea2497d2057c48001731ff962cad96c68573ab52614fe8cd65b87a4ebfa617b73b3c0c6c2a733d4061053c827cd0b5fc607e3b54ff60df3c82609
367,chevrolet,door,2004,1gcjc33204f177273,ab96231e5122e73d0ec939eacc299f8386f1b93ebdda4f7cfcc98b7617147f60,c093f10c0dbcdf6899dc556b0e391f6de8406a092de1d3bad015a3aca21e0fc5dc8582b0b723f6e0f6b51b40c7ea9d767a55cd42a43abc5afe227b0df2105e89,YJqjx0mvW9uGb1C61iK+bTpKb2sfqtw9EkIXVbSMmZ8=,609aa3c749af5bdb866f50bad622be6d3a4a6f6b1faadc3d12421755b48c999f,bab4eb4316294cdc1ea2ac624d66af7b06ec3fb1c95a6004f4e88c5d61c898c31c448db68f6e548e7164413557a7fe793d59f2f52e902d8ca3acef52818d47c5
368,ford,door,2015,3fa6p0h71fr180238,46f17ece7c323bb7cc20acec3d9ca1422b1d9ba303ca5333b4474ed4cb407040,78a720cb119e6da4d9cb1ba882b6522533da77ce733cdfe8a03671c9d91a3493186bf1053510d95da69fe99e932cb34abd00ed00a725f55c3c82ad03a7e80358,OK3MhUKRDTz75Ozn4cjYPaWpis1XD4sXCkgNfihPHXU=,38adcc8542910d3cfbe4ece7e1c8d83da5a98acd570f8b170a480d7e284f1d75,c2171126159abfde9d928984e30ee0434c6c4cb5014cc270b01d37b7fba59701d7d4ef3f7e3948a139a686f62cb04ddd3860f6eddb27f0be51f06e31ddef634b
